,press company,date,title,url,abstract,date detail,head article,main article
0,https://www.tokenpost.kr/,2018. 10. 1.,'유통되는 비트코인(BTC) 중 36% 분실·미채굴 상태' 연구결과 밝혀져,https://www.tokenpost.kr/article-4322,"앞서 지난 7월 17일(현지시간) 라이트코인 창시자이자 암호화폐 업계 유명 인사 찰리 리(Charlie Lee)는 트위터를 통해 
""비트코인은 전체 발행량은 ...","<p class=""viewInfoTime"">2018-10-01 월 13:32</p>","30일(현지시간) 암호화폐 전문미디어 Ethereum world news가 암호화폐 연구기업 체인널리시스(Chainalysis)와 디아르(Diar)의 새로운 연구 결과를 인용 보도한 바에 따르면, 유통되는 비트코인의 36%가량이 분실됐거나 채굴되지 않은 상태로 밝혀졌다.","코인마켓캡에 따르면 보도 시점의 비트코인 유통량(Circulating Supply)은 17,296,587BTC이다.이번 연구 결과에 따르면 비트코인의 36%(6,226,000BTC)는 '분실되거나 채굴되지 않은(lost, likely lost, or unmined)' 것으로 드러났다. 이들은 기술적으로 '비트코인 고래(Bitcoin whales)'라고 불리는 거물 투자자조차 구매 및 거래가 불가능하다.또한 유통량의 22%(3,800,000BTC)는 투기꾼이 보유하고 있으며, 투자자들이 보유한 것은 유통량의 30%(5,189,000BTC)에 그친다. 연구 결과에 따르면 비트코인은 생각 이상으로 희소하며, 아직 채굴되지 않은 비트코인이 3,704,000BTC가량 남아 있다.앞서 지난 7월 17일(현지시간) 라이트코인 창시자이자 암호화폐 업계 유명 인사 찰리 리(Charlie Lee)는 트위터를 통해 ""비트코인은 전체 발행량은 2,100만개로 한정돼 있다. 하나의 비트코인을 소유하기 위한 물량조차 부족하다. 이는 백만장자일지라도 마찬가지다. 적어도 한 개의 비트코인을 먼저 소유한 후에 원하는 다른 코인을 구매할 것""을 권유한 바 있다.이같은 연구 결과는 비트코인이 미 증권거래위원회(SEC)에서 승인 보류 중인 ETF 신청서를 가지고 있는 Bakkt와 CBOE와 같은 월스트리트 기관 투자자들의 관심을 끌고 있다. 이는 비트코인이 현재 최저가를 기록하고 있다는 거물 투자자 마이클 노보그라츠(Michael Novogratz)의 발언이 타당하다는 반증이 될 수 있다.이동언 기자 [email protected]"
1,https://www.tokenpost.kr/,2018. 10. 31.,[사설] 英 BBC 다큐 '비트코인: 10년의 역사'로 돌아보는 비트 ...,https://www.tokenpost.kr/article-4699,"해당 동영상은 10년 전 나카모토 사토시(Satoshi Nakamoto)가 정부와 은행 등 중앙기관의 통제를 벗어난 디지털 화폐 
비트코인(Bitcoin) 관련 논문을 ...","<p class=""viewInfoTime"">2018-10-31 수 16:21</p>",영국 BBC가 공식 사이트를 통해 '비트코인: 10년의 역사(Bitcoin: The first ten years)' 라는 타이틀의 다큐 영상을 공개했다.,"해당 동영상은 10년 전 나카모토 사토시(Satoshi Nakamoto)가 정부와 은행 등 중앙기관의 통제를 벗어난 디지털 화폐 비트코인(Bitcoin) 관련 논문을 발표한 이래 현재까지의 발전사를 담고 있다.비트코인은 10월 31일, 탄생 10주년을 맞이했다. 2008년 나카모토 사토시의 논문을 통해 세상에 알려진 비트코인은 지난 10년 간 굴곡을 거듭하며 대표적인 암호화폐로 선두의 자리를 지키고 있다. 최근 미·중 무역전쟁 여파로 인해 글로벌 증시가 하락세를 보이면서 암호화폐가 안전 자산으로 자리 잡을 수 있을지 여부에 대해 관심이 커지고 있다.비트코인은 짧지 않은 시간 동안 폭등락을 거듭해 '투자의 신세계', '17세기 네덜란드의 튤립 버블'이라는 평가를 받고 있다. 실물이 존재하지 않는다는 이유로 ‘가상화폐’라는 단어의 등장과 함께 자금세탁, 랜섬웨어 등 위험성을 강조하는 일각의 부정적인 시각에도 불구하고 화제의 중심에 서 있다.2008년 10월 31일, 신원불명의 개발자 나카모토 사토시가 내놓은 논문 '비트코인: P2P 전자화폐 시스템'은 당시만 해도 암호학자, 무정부주의자, 자유주의를 신봉하는 소수 개발자에 한해 관심을 끌었다.2010년 최초로 화폐의 핵심 기능이라고 할 수 있는 실제 상품 거래가 시작됐으며, 2011년 초반까지만 해도 1비트코인 가격은 고작 1달러 안팎을 오르내렸다.비트코인은 작년 5월 2,000달러를 돌파하는 초유의 현상을 보이며 가파른 상승 곡선을 그리기 시작했다. 3개월 뒤 비트코인 가격은 2만 달러에 육박했다.작년 말, 국내에서도 비트코인을 포함한 암호화폐 투기과열 양상이 두드러졌다. 이에 정부는 올해 1월부터 거래실명제 도입을 시작해 ICO 전면 금지, 암호화폐 거래소 벤처기업 제외 등 규제에 나섰다. 잇따라 각국에서 암호화폐 관련 법안이 쟁점에 올랐으며, 지금까지 활발히 논의되고 있는 상황이다.현재 암호화폐 시장은 비트코인의 하락세와 더불어 전반적인 침체기를 지속하고 있다. 일각에서는 이를 긍정적으로 평가하며 암호화폐 시장이 안정권에 들어섰다는 의견을 보이기도 했다.비트코인 탄생 10주년을 맞이한 현재까지 평가는 극과 극을 달리고 있다. 각국 정부의 입장 또한 다각화된 상태다. 중국은 블록체인 산업에는 지원을 아끼지 않으면서 SNS를 포함한 매체를 통제하는 등 암호화폐 관련 규제를 강화했다. 스위스·몰타 등은 이를 긍정적으로 받아들여 암호화폐 강국으로 떠올랐다. 규제 강화를 지향하던 국가들도 점차 규제를 완화하는 방향으로 입장을 전환하는 추세다.각계 저명한 인사들의 가치 평가 또한 다양하다. 노벨 경제학상 수상자인 폴 크루그먼(Paul Krugman) 교수는 “시장 붕괴를 야기한다”며 비관적인 입장을 취한 반면, 월스트리트 분석가 토마스 리(Thomas Lee)는 비트코인이 2년 내 91,000달러를 돌파할 것이라는 낙관적인 의견을 밝혔다. 전 미국 연준의장인 재닛 옐런(Janet Yellen)은 몬트리올에서 열린 '2018 캐나다 핀테크 포럼' 연설에서 “암호화폐는 가치를 저장하는 유용한 수단이지만 안정적인 결제 수단은 아니다”고 발언했다.분명한 것은 비트코인이 4차 산업혁명과 맞물려 세기의 논제로 떠올랐다는 사실이다. 암호화폐 거래소는 실물 경제와 가상의 가치를 연결하는 매개체임과 동시에 블록체인 기술을 보급하는 수단적 역할을 한다. 실제로 암호화폐는 블록체인 생태계 조성의 핵심 역할을 맡고 있다.현재 선물 거래와 같은 파생상품과 함께 유틸리티 토큰, 스테이블코인 등 다양한 형태의 코인‧토큰의 탄생으로 각국에서 관련 법안 제정과 구체적인 시스템을 구축하는 과정 중에 있다. 이와 연계해 시장 규모 확대와 관련 서비스 확산 또한 가속화되고 있는 상황이다.BBC의 비트코인 10주년 기념 다큐 영상은 해당 링크를 통해 확인할 수 있다.이동언 기자 [email protected]"
2,https://www.tokenpost.kr/,2018. 11. 13.,"美 CFTC, 비트코인 거래업자에 '110만 달러' 벌금형",https://www.tokenpost.kr/article-4832,"12일(현지시간) 코인텔레그래프 보도에 따르면, CFTC는 암호화폐 투자금 유용으로 미국 아리조나주 피닉스 비트코인 거래업자 조셉 
킴(Joseph ...","<p class=""viewInfoTime"">2018-11-13 화 15:44</p>",블록체인 기술의 효율과 금융 분야에서 역할을 인정하며 산업에 대해 열린 태도를 보여온 미국 상품선물거래위원회(CFTC)가 소비자 보호를 위해 산업 제재 조치에 들어갔다.,"12일(현지시간) 코인텔레그래프 보도에 따르면, CFTC는 암호화폐 투자금 유용으로 미국 아리조나주 피닉스 비트코인 거래업자 조셉 킴(Joseph Kim)에게 110만 달러의 벌금과 15개월의 징역이 선고됐다고 밝혔다.CFTC는 작년 조셉 킴이 자신이 근무하던 시카고 소재의 투자업체에서 약 60만1,000달러 상당의 BTC와 LTC를 개인 계좌로 송금했다는 사실을 확인했다.킴은 보안 문제로 암호화폐를 몇몇 계좌로 옮겼다고 거짓으로 주장하다가 유용 사실이 발각되어 해고됐다.거래업자는 해고 사실을 숨기고, 개인 투자자 5인에게 54만5,000달러 상당의 암호화폐 투자금을 사취했으며, 고위험 투자를 진행해 투자금 전부를 잃은 것으로 알려졌다.이에 CFTC는 기업과 고객에 110만 달러를 배상할 것과 영구적인 거래·권유 금지를 명령했다.이와 별도로, 미국 일리노이주 북부지청 검사는 기업 자금 횡령 및 개인 투자금 유용에 유죄를 판정하고 거래업자에게 15개월의 징역형을 내렸다.CFTC의 집행 수석 제임스 맥도널드(James McDonald)는 위원회가 ""암호화폐 범죄를 처리하기 위해 미국 법무부 및 FBI와 협력하고 있다""고 밝혔다.하이레 기자 [email protected]"
3,https://www.tokenpost.kr/,2018. 10. 5.,"토마스 리 ""기관 투자자들의 54%, 비트코인의 시세 이미 바닥 쳤다고 생각해""",https://www.tokenpost.kr/article-4378,"암호화폐 투자분석가 토마스 리가 비트코인에 대한 기관 투자자들의 낙관적인 의견을 밝혔다. 4일(현지시간) CNBC의 보도에 따르면 
암호화폐 투자 ...","<p class=""viewInfoTime"">2018-10-05 금 12:41</p>",암호화폐 투자분석가 토마스 리가 비트코인에 대한 기관 투자자들의 낙관적인 의견을 밝혔다.,"4일(현지시간) CNBC의 보도에 따르면 암호화폐 투자분석가 토마스 리는 금융기관 25곳, 9,500여명을 대상으로 한 개인 연구결과, 대다수의 기관 투자자들이 비트코인의 가격이 올해 최저치를 이미 찍었다는 의견을 나타냈다고 밝혔다.이에 따라 기관 투자자들은 추후 비트코인 시세에 대해 낙관적인 전망을 갖고 있다고 발표했다.특히 토마스 리는 연구결과에 응한 57%는 2019년 말에는 1만 5,000달러 이상을 기록할 것이란 의견을 갖고 있다고 밝혔다.10월 1일, 블룸버그는 기관투자자들이 암호화폐 거래에 있어 10만 달러 이상의 높은 금액의 투자를 진행하고 있는 상황을 보도한 바 있다. 특히 당시 블룸버그는 헤지 펀드 등을 선호하던 기존의 전통 금융시장 투자자들이 장외거래를 통해 점차 암호화폐 시장 거래로 유입되고 있음을 밝히기도 했다.기관 투자자들의 낙관적인 전망을 밝힌 토마스 리 또한 지속해서 비트코인 시세에 대한 낙관론적 전망을 고수해오고 있다.특히 토마스 리는 2018년 말, 비트코인이 2만 2,000달러에서 2만 5,000달러 사이의 가격에서 거래될 것이란 전망을 밝히기도 했다.권승원 기자 [email protected] "
4,https://www.tokenpost.kr/,2018. 10. 25.,"독일 법원 ""비트코인, 금융 상품 아니다…금융청 개입은 불법""",https://www.tokenpost.kr/article-4623,"24일(현지시간) CCN 보도에 따르면, 베를린 고등법원은 지난달 비트코인 거래소 운영자에게 제기된 형사 소송을 기각하며, ""암호화폐는 
은행법(KWG) ...","<p class=""viewInfoTime"">2018-10-25 목 13:13</p>","암호화폐를 금융 상품으로 분류하고, 시장에 개입해온 독일 금융감독청(BaFin)에 연방 법원이 제재를 가했다.","24일(현지시간) CCN 보도에 따르면, 베를린 고등법원은 지난달 비트코인 거래소 운영자에게 제기된 형사 소송을 기각하며, ""암호화폐는 은행법(KWG)이 명시한 금융 상품 조건에 부합하지 않는다. 때문에 암호화폐는 금융감독청의 규제 대상에 해당하지 않는다""고 전했다.베를린 고등법원은 금융감독청의 허가 없이 비트코인 거래를 지원한 운영자에 대한 이전 판결을 뒤집으며, ""금융감독청이 비트코인의 법적 지위를 잘못 해석했다""고 밝혔다. 베를린 고등법원의 형사4과는 고등법원의 판결을 지지하며, ""규제기관들이 은행법을 고려하지 않은 채 비트코인에 대한 형사법 적용 범위를 확대했다""고 주장했다.법원은 은행법 1조 11항을 인용해 ""비트코인은 중앙은행이나 정부 당국이 발행한 것이 아니며, 일반적인 인식과 가치 안정성이 부족해 상품이나 서비스의 가치를 비교하는 데 사용할 수 없다. 그러므로 측정 단위 또는 금융 상품의 지위를 가질 수 없다""고 설명했다.판결은 독일의 비트코인 매매에 대한 법률 입장도 명확히 했다. 법원은 ""비트코인 거래는 허가 또는 라이선스의 대상이 아니므로(1조32항) 위법 행위로 간주될 수 없다(1조54항)""고 판결했다.따라서 금융감독청은 피고에 대한 형사 처벌을 진행할 수 없으며, 암호화폐 시장에 대한 관할권을 잃게 됐다.고등법원은 금융기관이 연방 당국의 경계를 넘었다며, ""형사법에 관한 영향력 조정은 금융규제기관의 영역이 아니다""라고도 짚었다.이는 금융규제기관의 손을 들어주며, 암호화폐 시장 규제에 힘을 실어주고 있는 미국 법원과 대조적인 모습이다.베를린 고등법원의 결정으로 비트코인에 대한 유럽 각국의 해석이 더욱 엇갈리고 있다. 유럽 연합은 2016년 암호화폐 보유, 투자, 수익에 대한 과세에 합의했으나 암호화폐에 대한 일반적 정의를 내리지 못한 상태다.블록체인 은행 서비스를 제공하는 독일 비트왈라(Bitwala)의 CEO 예르크 폰 민바이츠(Jörg von Minckwitz)는 유럽 국가들이 비트코인 법안을 만들기 위해 협력해야 한다고 주장한다.CEO는 ""법적 명확성과 EU 전반에 적용될 규제가 필요하다. 국경을 넘어 사회 전반에 영향을 미치는 디지털화 산업을 규제하려면 협력이 필수적이다. 비트코인에 대한 해석 불일치는 독일 소비자와 혁신 기업에게 피해를 주는 규제 차익을 야기할 수 있다""고 설명했다.앞서, 국제자금세탁방지기구(FATF)는 암호화폐의 자금세탁 및 테러자금 사용을 막기 위해 내년 6월까지 국제 표준을 마련할 것이라고 밝혔다. 서클의 CEO 제레미 얼레어는 이를 규제화의 시작으로 높이 평가하면서 ""규제 범위를 더욱 구체화, 명확화해야 한다""고 주장했다.이번 판결로 독일 금융감독청은 암호화폐의 보유 및 거래를 처벌할 수 없게 됐으며, 개입을 위해서는 은행법 수정을 위한 법안 마련까지 진행해야 한다.하이레 기자 [email protected]"
5,https://www.tokenpost.kr/,2018. 9. 14.,"짐바브웨, 인플레이션‧법정화폐 위기로 비트코인 사용 급증해",https://www.tokenpost.kr/article-4184,"암호화폐 전문미디어 비트코인 익스체인지 가이드에 따르면, 짐바브웨가 법정화폐 고갈 및 외환 위기에 빠지면서 점점 많은 현지 주민들이 
비트 ...","<p class=""viewInfoTime"">2018-09-14 금 13:29</p>","암호화폐 전문미디어 비트코인 익스체인지 가이드에 따르면, 짐바브웨가 법정화폐 고갈 및 외환 위기에 빠지면서 점점 많은 현지 주민들이 비트코인(BTC)을 사용하고 있다. 엎친 데 덮친 격으로 콜레라까지 기승을 부려 사망자가 속출했다.","미디어는 ""현금 결제보다 BTC 결제가 더 원활하게 이뤄지고 있다""며, 한 스타트업의 경우 “누적 BTC 거래가 900건을 넘었으며 거래 규모도 10달러에서 1만 달러까지 다양하다""고 전했다. 짐바브웨 중앙은행(Reserve Bank of Zimbabwe)은 현재 암호화폐 거래 금지 조치를 내린 상황이다.그간 짐바브웨는 암호화폐 거래 일체에 대해 단호한 입장을 취해왔다. 정부는 국민들이 국경 내에서 암호화폐를 사용하는 것을 전면 금지했다. 그러나 분산원장을 통한 시스템 특성상, 해외 거래까지는 막지 못했다.짐바브웨는 극심한 인플레이션으로 경제 위기를 겪고 있다. 이는 법정화폐 관련 금융업계에 광범위한 영향을 미치고 있다.다수의 상인과 기업이 미 달러나 채권 증권으로 현금을 사용하는 개인에게 할인 혜택을 제공한다. 그러나 현지 법정화폐의 가치 폭락으로 현금 대신 카드 또는 모바일을 통해 결제하는 소비자가 더 많은 금액을 청구 받게 된 것이다.외환 위기 또한 심각한 상태다. 짐바브웨 중앙은행은 채권이 1 대 1 비율로 교환된다고 주장하지만 실제로는 등가교환이 불가능한 것으로 나타났다. 현재 달러는 약 85% 가격에 판매되고 있다.위와 같은 상황이 짐바브웨 국민들의 BTC 사용량이 급증하게 된 경위다. 짐바브웨 국민들은 BTC를 통해 미 달러와 동일한 혜택으로 재화와 서비스를 지불 및 이용하고 있다.베네수엘라 또한 인플레이션 등 경제 위기로 연일 암호화폐 관련 구설수에 오르내리고 있다.이동언 기자 [email protected]"
6,https://www.tokenpost.kr/,2018. 11. 13.,"반에크 수석 ""비트코인 ETF, 10조 달러 시장…승인에 긍정적""",https://www.tokenpost.kr/article-4826,"반에크는 미국 증권거래위원회(SEC)에 비트코인 ETF를 신청하고, 현재 승인을 기다리고 있다. SEC는 반에크, 솔리드X 등의 ETF 
신청안을 검토 ...","<p class=""viewInfoTime"">2018-11-13 화 11:11</p>",반에크 디지털자산전략부문을 맡고 있는 가버 거박스(Gabor Gurbacs) 수석이 20년 내 비트코인 ETF 시장이 10조 달러에 이를 것으로 내다봤다.,"12일(현지시간) 크립토글로브 보도에 따르면, 반에크의 가버 거박스 수석은 나스닥의 소셜미디어 라이브쇼 트레이드토크(TradeTalks)에 출연해 ETF가 비트코인과 암호화폐 산업 전반에 가져올 영향과 전망을 전했다.반에크는 미국 증권거래위원회(SEC)에 비트코인 ETF를 신청하고, 현재 승인을 기다리고 있다. SEC는 반에크, 솔리드X 등의 ETF 신청안을 검토하면서 신청 업체들과 논의를 지속하고 있다.거박스 수석은 ""암호화 자산을 기존 자본 시장에 통합하는 것을 고려해왔다""면서, 이에 ""가장 유동적이고 투명한 ETF 시장을 통해 적절한 투자 접근 방안을 제공하고자 한다""고 밝혔다.그는 ETF가 비트코인에 줄 수 있는 장점으로 ▲유동성 ▲적정 가격 예시 ▲승인 시장구조 확보 ▲글로벌 규제 이행을 꼽았다. 수석은 ""지정판매 증권회사를 통해, ETF 시스템으로 유동성이 발생할 것""이며, ""ETF 가격은 규제 승인된 인덱스를 기반으로 생성된다""고 설명했다.거박스 수석은 ""현재 수많은 미국인들이 비트코인에 투자하고 있다. 충분한 비트코인 ETF 수요를 피드백을 통해 확인하고 있다""고 말했다. 이에 반에크는 ""비트코인을 보유할 수 있는 더 나은, 더 안전한 방안을 제공하고자 한다""고 전했다.또한 수석은 비트코인이 신생 시장이기 때문에 ETF 승인이 지연되고 있다면서 ""규제기관은 기업이 뛰어들기 앞서 시장을 확인하길 원한다""고 설명했다. 때문에 기업은 규제기관에게 ""제공하는 가격 책정 방식의 적절성과 자산운용사 피델리티와 예일대 등의 진입 이유를 전달하고자 노력하고 있다""고 밝혔다.자산운용 솔루션은 투자 측면에서 상당히 중요시되는 부분이다. 수석은 ""대형 기부금을 운용하는 대학들이 증권, 상품과 마찬가지로 암호화폐에 투자하고 싶어한다""고 덧붙였다.반에크의 가버 거박스 수석은 비트코인 ETF 시장의 미래를 긍정적으로 전망하고 있다. 수석은 ""디지털 자산은 20년 후 10조 달러의 산업으로 성장할 것이다. 암호화 자산 분야에 신속한 변화가 나타날 것이다. ETF는 아무것도 없는 상태에서 3조5,000억 달러까지 성장하는 데 20년이 걸렸다. 암호화 자산은 이 수준까지 10년이 걸릴 것이고, 20년 후에는 10조 달러에 달할 것""이라고 전망했다.하이레 기자 [email protected]"
7,https://www.tokenpost.kr/,2018. 11. 2.,"코인소스, 뉴욕 비트라이선스 'No.9'…비트코인 ATM 업체 '최초'",https://www.tokenpost.kr/article-4722,"세계 최대 비트코인 ATM 업체가 뉴욕 비트라이선스를 획득하며 공식적인 운영 허가를 받았다고 1일(현지시간) CCN이 보도했다. 
코인소스는 암호 ...","<p class=""viewInfoTime"">2018-11-02 금 11:59</p>",세계 최대 비트코인 ATM 업체가 뉴욕 비트라이선스를 획득하며 공식적인 운영 허가를 받았다고 1일(현지시간) CCN이 보도했다.,"코인소스는 암호화폐 결제 서비스업체 비트페이에 이어 뉴욕 비트라이선스를 확보한 9번째 기업이 됐다. ATM 업체로는 최초의 승인이다.설립부터 현재까지 임시 승인 상태로 운영된 코인소스는 최소 5달러부터 하루 최대 5,000달러까지 비트코인을 매입·매도할 수 있는 양방향 ATM을 제공한다. 현재 비트코인 ATM을 200대 가까이 설치했다.코인소스는 비트코인 대중 도입에 ATM이 가진 역할이 크다고 믿고 있다.대변인은 ""임시 라이선스 상태에서 뉴욕에서 활동해왔기 때문에 승인으로 서비스 자체에 변화가 있진 않을 것이다. 하지만 기업 전체가 더욱 합법성을 얻었다. 공식 라이선스는 대형 도입에 있어 큰 진전이며, 산업계와 대중에게 법을 준수하고 규칙을 따르면 보상이 있다는 것을 보여줬다""고 전했다.코인소스의 CEO 셰필드 클라크(Sheffield Clark)는 기업의 목표가 ""안정적이고, 편리하게 암호화폐를 구매할 수 있도록 시장을 지원하는 것""이라고 밝혔다.그는 ""비트코인은 더 이상 부수적인 화폐가 아니다. 올해 도입이 급격히 늘었다. BTM(비트코인 ATM)이 뉴욕 라이선스를 획득한 것은 암호화폐가 대중 도입을 향해 큰 걸음을 내딛었다는 것을 보여준다""고 소감을 전했다.코인소스는 뉴욕 금융서비스부(NYDFS)의 정식 비트라이선스를 받은 최초의, 유일한 ATM 업체가 됐다. 이는 암호화폐 이용자 기반 확대의 기회를 크게 높일 것으로 예상된다.마켓샌드마켓은 2018년부터 2023년까지 암호화폐 ATM이 연간 54.7% 증가해 1억4,450만 달러의 시장 가치를 가질 것으로 전망하고 있다.하이레 기자 [email protected]"
8,https://www.tokenpost.kr/,2018. 10. 29.,"비트고(BitGo), '비트코인과 1대1 연동' 이더리움 토큰 출시",https://www.tokenpost.kr/article-4655,"26일(현지시간) 코인텔레그래프 보도에 따르면, 비트고는 '비트코인 본위' 이더리움 토큰 'Wrapped Bitcoin'을 출시했다. 
해당 토큰은 다양한 탈중앙화 ...","<p class=""viewInfoTime"">2018-10-29 월 14:33</p>",미국의 암호화폐 월렛 및 블록체인 보안업체인 비트고(BitGo)가 비트코인(BTC)과 1대1 비율로 연동되는 이더리움 토큰을 출시했다.,"26일(현지시간) 코인텔레그래프 보도에 따르면, 비트고는 '비트코인 본위' 이더리움 토큰 'Wrapped Bitcoin'을 출시했다. 해당 토큰은 다양한 탈중앙화 거래소에서 스테이블코인을 위한 담보자산, 임대 및 결제수단 그리고 이더리움 블록체인 내 스마트 컨트랙트에서 사용 가능하다.ERC-20 코인인 Wrapped Bitcoin은 내년 1월, Kyber Network, Gnosis, MakerDAO 등 다양한 탈중앙화 프로젝트에서 그 활용성을 증명할 예정이다.비트고는 해당 토큰을 '혁신 공동체들의 협업'이라 표현하며, ""주요 암호화폐 비트코인의 안정성과 가치를 이더리움 블록체인에서 쓰이는 다양한 토큰들에게 적용할 좋은 사례가 될 것""이라 밝혔다.비트고 측은 Wrapped Bitcoin의 투자자들은 연동되는 비트코인을 시각적으로도 확인할 수 있다고 전했다. 비트코인의 주소 및 잔금을 나타내는 대시보드를 통해 Wrapped Bitcoin 유저들은 블록체인에 보관 중인 비트코인의 상태를 항상 확인할 수 있다.비트고 측은 ""증권, 상품, 부동산과 같은 자산의 토큰화에 보인 기관들의 큰 관심에 힘입어 완벽한 담보 자산을 가진 암호화폐를 출시하게 됐다""라고 말했다.권승원 기자 [email protected]"
9,https://www.tokenpost.kr/,2018. 10. 22.,"러, 암호화폐 법률 초안에서 '비트코인‧채굴' 삭제…""법적 정의 無""",https://www.tokenpost.kr/article-4574,"의원은 ""앞서, 경제 시스템에 비트코인을 통합하는 것을 고려해 왔으나 불필요하다고 판단했으며, 채굴 개념도 필요하지 않게 됐다""고 
설명했다.","<p class=""viewInfoTime"">2018-10-22 월 15:36</p>","러시아의 하원의회 격인 ‘국가두마(State Duma)’의 암호화폐 법률 2차 독회를 앞두고, 초안에서 '채굴' 등 주요 개념들이 삭제됐다고 20일(현지시간) 코인텔레그래프가 보도했다.","두마 금융시장 위원회의 아나톨리 악사코프(Anatoly Aksakov) 의원은 ""채굴을 법적으로 정의할 경우, 암호화폐에 대한 정의도 요구된다. 이에 법률에 채굴을 포함하는 것이 부적절하다고 판단했다""고 밝혔다.의원은 ""앞서, 경제 시스템에 비트코인을 통합하는 것을 고려해 왔으나 불필요하다고 판단했으며, 채굴 개념도 필요하지 않게 됐다""고 설명했다. 이어 ""필요시 과세 담당 기관이 채굴 산업을 관리해야 할 것""이라고 덧붙였다.올해 1월, 러시아 재무부가 '디지털 금융 자산' 법안을 제시하고, 3월 하원의원 그룹이 암호화폐 거래소의 고객알기제도(KYC) 이행을 포함하는 수정안을 제출했다. 총 세 차례 진행되는 독회는 5월 처음 실시됐으며, 승인을 얻었다.올가을 2회독을 앞두고 있는 암호화폐 법안은 채굴 산업에 확실한 규제 환경을 제시할 것으로 기대를 모았었다. 현재 수정안에 토큰과 ICO에 대한 정의, 암호화폐 거래소 규제 내용이 남아 있는지도 불확실한 상태다.해당 법률이 가지는 모순을 해소하기 위한 대안 법안 작업도 진행 중이다. 러시아경제인연합회(RSPP) 로비그룹은 ""디지털 자산을 3개 범주로 분류해 불완전한 국가 법안을 보안하고자 한다""고 입장을 전했다.지난달 러시아 대형 은행들이 모인 비공개 회의에서 ""암호화폐 수요가 높으나 이를 위한 명확한 규제 법안이 없다"", ""정부 법안과 다른 방향의 암호화폐 법안을 수립해야 한다""는 논의가 오갔다.앞서, 러시아 최대은행 스베르뱅크(Sberbank)의 은행장인 헤르만 그레프(Herman Gref)는 ""암호화폐 시장이 발전하도록 정부가 화폐와 관련 정책에 대한 중앙집중적 통제권을 포기하지 않을 것""이라고 밝힌 바 있다.하이레 기자 [email protected]"
