,period,username,date,retweets,favorites,hashtags,text
1,201924,justinsuntron,2019-11-08 13:14:02+00:00,204,777,#Bitcoin #Bitcoin,53 days left of my 3rd decade. Wht abt U? 2010: Studied at @PKU1898 2011:@Penn 2012: 1st startup/discovered #Bitcoin 2013: 2nd 2014: Worked at @ripple 2015: 3rd 2016: Made profit! 2017:@Tronfoundation 2018: Bought @bittorrent 2019: Played @winkorg &amp; supported @poloniex
2,201924,VitalikButerin,2019-11-19 01:41:48+00:00,0,8,,So bitcoin is insecure too?
3,201924,VitalikButerin,2019-11-17 02:40:33+00:00,0,35,,"Huh? Lots of people read bitcoin magazine, used ethereum, read my various blog posts or used pybitcointools."
4,201924,SatoshiLite,2019-11-19 10:38:57+00:00,261,1043,,The 2nd most supported cryptocurrency in ATMs other than Bitcoin is Litecoin. LTC is supported by more than 2/3 of the 6000 Bitcoin ATMs. 
5,201924,rogerkver,2019-11-20 13:36:43+00:00,188,776,,"I just announced a $200M USD Bitcoin Cash Ecosystem Fund at the headquarters of @blockchain, the world’s largest cryptocurrency wallet."
6,201924,rogerkver,2019-11-15 16:04:49+00:00,107,567,,I never left Bitcoin. BTC is no longer designed to be a peer to peer electronic cash system. https://youtu.be/suqkIjaBd28
7,201924,rogerkver,2019-11-11 15:05:33+00:00,92,442,,Bitcoin Cash is accepted at far more physical locations than any other crypto currency. http://Map.bitcoin.com
8,201924,rogerkver,2019-11-09 15:43:47+00:00,72,336,,"“I ""seriously"" believe we can reach 1 GB. In fact, I know we can reach 25 GB blocks and verify those blocks on low-cost hardware.” - @PeterRizun Chief Scientist of Bitcoin Unlimited. BCH is on its way to 1 TB blocks per the roadmap: "
9,201924,rogerkver,2019-11-08 15:53:32+00:00,91,504,#Bitcoin #Bitcoin,It’s not censorship resistant if you have to convert to fiat before you can spend it. #Bitcoin
10,201924,aantonop,2019-11-22 19:03:20+00:00,1,1,,"I'm on the oversight board of the price index of CME, that publishes the reference rate and Bitcoin price index. These are simply market pricing products. It's an unpaid non executive oversight position"
11,201924,aantonop,2019-11-22 14:55:10+00:00,167,509,,"Great article: ""A cashless future is a dystopia without a way (bitcoin) to opt out"" @Rhythmtrader"
