,period,username,date,retweets,favorites,hashtags,text
1,202021,justinsuntron,2020-03-19 18:42:02+00:00,231,983,#Bitcoin #Bitcoin,"When #Bitcoin invented, the beauty of the cryptos is that no one can take them from you. The sanctity of private property is guaranteed by the math and code behind it. Freezing people's funds violates the basic foundation of cryptocurrency."
2,202021,justinsuntron,2020-03-19 18:37:09+00:00,13,68,#Bitcoin #Bitcoin,"When #Bitcoin invented, the beauty of the cryptos is that no one can take them from you. The sanctity of private property is guaranteed by the math and code behind it. Freezing people's funds violates the basic foundation of cryptocurrency."
3,202021,justinsuntron,2020-03-13 10:49:22+00:00,272,1298,#Bitcoin #Bitcoin,"I’m no financial advisor but I do believe now is a great time to buy crypto & #Bitcoin. Since we can’t predict systematic failures &amp; crowd panic, don’t buy w/ $you need now, only $you can afford to invest for 1 yr. We’ll get out of this bear &amp; into the bull eventually!"
4,202021,VitalikButerin,2020-03-27 15:35:43+00:00,0,9,,"Eh I dunno, bitcoin has a quite severe boom and bust cycle of its own right now"
5,202021,VitalikButerin,2020-03-27 15:24:47+00:00,3,35,,> I wonder what Ethereum will have in 2023 which we do not have now Bitcoin maximalists complaining that we do not yet have polynomial commitment based witness compression on mainnet.
6,202021,VitalikButerin,2020-03-25 13:07:54+00:00,1,25,,Right about what things relating to bitcoin?
7,202021,VitalikButerin,2020-03-19 17:50:33+00:00,3,69,,"Looks quite good at first glance! I would emphasize rollups and not just plasma. Also mention that bitcoin also has a state (unspent coins), and maybe make the analogy between gas limit and other blockchains' block size limit."
8,202021,VitalikButerin,2020-03-19 13:13:27+00:00,8,50,,"> Printing money doesn’t require someone to buy it. It actually does. ""Buy"" of course meaning ""accept in exchange for products"" in that context. And we've certainly seen cases where money quickly becomes worthless because people stop thinking it's a good place to keep value!"
9,202021,VitalikButerin,2020-03-19 11:52:45+00:00,13,187,,"""If companies can just raise capital by issuing shares, why do they need revenue?"" (insert joke about how this is actually the SV model here)"
10,202021,VitalikButerin,2020-03-18 21:39:55+00:00,0,3,,"Bitcoin has gas too, it just exists in obfuscated forms like 4 * len(core_data) + len(witness_data) &lt; 4m, SIGOPS limits, etc."
11,202021,SatoshiLite,2020-03-18 00:00:39+00:00,88,497,,I used to think that a Bitcoin ETF will kickstart the next bull market. I was wrong. Joe Sixpack will unfortunately get hit very hard due to the aftermath of the coronavirus and the central banks will keep on printing money. Joe will wonder if there's a better way. There is. 
12,202021,naval,2020-03-29 19:32:30+00:00,5,103,,"Crypto (really, Bitcoin) is more of a hedge against the government’s response to the economic disruption than to the economic disruption itself."
13,202021,naval,2020-03-10 06:36:09+00:00,58,426,,"At the moment, Bitcoin is not a general hedge against every black swan and still behaves like a “risk on” trade. But long term, Bitcoin is a hedge against central banks printing money, which is inevitable as a reaction to the virus."
14,202021,rogerkver,2020-03-25 12:54:18+00:00,25,320,#bitcoin #bitcoin,So many people that are angered by “price gouging” with facemasks eagerly want to “price gouge” with the sale of their #bitcoin.
15,202021,rogerkver,2020-03-21 13:41:36+00:00,45,392,#Bitcoin #Bitcoin,“It is usually futile to try to talk facts and analysis to people who are enjoying a sense of moral superiority in their ignorance.” #Bitcoin Maximalism 
16,202021,rogerkver,2020-03-15 14:21:59+00:00,51,430,#Bitcoin #Bitcoin,Limiting the block size was the most centralizing thing to ever happen to #Bitcoin.
17,202021,rogerkver,2020-03-12 15:13:26+00:00,109,594,#Bitcoin #Bitcoin #BitcoinCash,"The endgame for #Bitcoin ""hodlers"" is selling their coins at a higher price for more fiat. The endgame for #BitcoinCash users is to replace the entire financial system so that fiat is irrelevant."
18,202021,rogerkver,2020-03-11 14:37:05+00:00,44,170,#LottoMax #PowerBallPLUS #MegaMillions,You can now buy state issued lottery tickets directly for Bitcoin Cash at http://lottery.bitcoin.com #LottoMax #PowerBallPLUS #MegaMillions
19,202021,aantonop,2020-03-24 14:58:01+00:00,419,1476,#Bitcoin #Bitcoin,"Bitcoin isn’t a company. Bitcoin isn’t an application. Bitcoin isn’t “fintech.” Bitcoin isn’t banking. #Bitcoin is a protocol, an internet system: "
20,202021,aantonop,2020-03-22 19:39:10+00:00,72,289,#Bitcoin #Bitcoin #TIOMv3,What if? https://aantonop.io/bin #Bitcoin #TIOMv3
21,202021,aantonop,2020-03-21 17:44:05+00:00,40,92,#EducationFreedomDay #Bitcoin #Bitcoin #LightningNetwork,Today is #EducationFreedomDay! Check out 450+ free videos on cryptocurrency on http://youtube.com/aantonop #Bitcoin #LightningNetwork
22,202021,aantonop,2020-03-21 01:05:04+00:00,34,107,#Bitcoin #Bitcoin,Are you a developer or technologist curious about #Bitcoin? Jump down the rabbit hole with this playlist: https://aantonop.io/4yv
23,202021,aantonop,2020-03-19 23:28:21+00:00,39,838,,"For those who asked, I have a DJI Mavic Air. Before bitcoin, I spent two years maintaining and writing software for drones (specifically open-source Arducopter), as well as hand building drones from 3D printed parts. Quarantined, so I'm restarting a hobby."
24,202021,aantonop,2020-03-16 13:49:13+00:00,15,57,,"0.00000001 Bitcoin = 1 Satoshi 0.000001 Bitcoin = 1 ""bit"" $1 = 18,000 Satoshi $1= 180 bits"
25,202021,aantonop,2020-03-15 15:02:20+00:00,0,1,,"I have no involvement in the futures market. I have a limited role in the oversight committee of the CME reference rate, which published a Bitcoin index price and I make sure they follow the rules transparently so the price index is good"
26,202021,aantonop,2020-03-13 21:18:01+00:00,1,10,,They're not panic selling. They have specific risk metrics that force a stop loss sale at specific standard-deviation movements. They are auto selling without emotion. Same thing that is happening at NYSE and NASDAQ for equties
27,202021,aantonop,2020-03-13 20:37:24+00:00,0,6,,"Nothing has changed, but people are trying to provide ex post facto rationalization on market moves and relate them to the fundamentals. This was not related to fundamentals. Every asset dropped worldwide, the riskier ones dropped harder."
28,202021,aantonop,2020-03-13 18:51:26+00:00,0,18,,"Nobody said they shouldn't trade or be welcomed. We need investors and speculators for liquidity and broader use. I don't believe in purity tests or ideological ""hodl"" bollocks. I'm simply explaining why ""mainstream"" investors change the behavior of this thing."
29,202021,aantonop,2020-03-13 16:27:02+00:00,20,66,#Bitcoin #Bitcoin #Unscrypted,"Why is censorship resistance one of #Bitcoin’s most important characteristics? What possibilities might a global, voluntary financial system provide? http://bit.ly/2vllmle #Unscrypted"
