,period,username,date,retweets,favorites,hashtags,text
1,202011,justinsuntron,2020-02-08 03:14:08+00:00,154,1010,#Ethereum,#Ethereum is over 
2,202011,justinsuntron,2020-01-27 07:06:20+00:00,36,190,#TRON #Dapps #Ethereum,#TRON is now the second most used protocol for #Dapps (Decentralized applications) after #Ethereum. 
3,202011,justinsuntron,2020-01-26 13:06:26+00:00,142,499,#TRON #Ethereum #DApp,"#TRON is now the second most used protocol for the development of decentralized applications (dApp), after Vitalik Buterin’s #Ethereum, according to the http://Dapp.com 2019 Annual #DApp Market Report."
4,202011,justinsuntron,2020-01-23 03:43:50+00:00,90,253,#TRON #Bitcoin #Bitcoin #Ethereum,#TRON has more active addresses than #Bitcoin and #Ethereum! 
5,202011,justinsuntron,2020-01-19 08:54:32+00:00,97,303,#TRON #Bitcoin #Bitcoin #Ethereum #TRX,"#TRON’s smart contract platform has climbed up the public addresses rankings only trailing #Bitcoin and #Ethereum. According to @TRONSCAN_ORG, there are over 4.5M addresses moving over 1.05M transactions in the last one day only. #TRX $TRX"
6,202011,officialmcafee,2020-01-29 05:40:48+00:00,3,38,,Depends in what you want! Stability DAI Smart contracts? Ethereum and dozens of others Privacy? Monero . .
7,202011,officialmcafee,2020-01-29 05:37:31+00:00,14,305,,Have you been living in a cave? Ethereum is only one of dozens of chains that support smart contracts. Second: DAI - the most stable of all coins Is based entirely on Ethereum smart contracts. Better to stay silent and be thought a fool Than to speak and remive all doubt.
8,202011,officialmcafee,2020-01-05 15:14:45+00:00,11,129,,Monero for privacy Ethereum for smart contracts
9,202011,VitalikButerin,2020-02-08 20:47:59+00:00,11,51,,Here's a map of one sample of ethereum users. Which national government should govern the thing? 
10,202011,VitalikButerin,2020-02-07 23:36:14+00:00,0,2,,"I'm asking specifically about implementations and their copyright, not the Ethereum trademark. Those are two separate issues; IMO the case that the legal ownership translates into any kind of real power is *much* weaker for the former than for the latter."
11,202011,VitalikButerin,2020-02-07 23:22:00+00:00,0,3,,The open source licenses mean that usage of the ethereum clients is legal; they would have no case. The most they could do is hire devs to keep improving the client and put a closed license on *those improved versions*. But anyone could do that...
12,202011,VitalikButerin,2020-02-07 23:17:01+00:00,0,3,,"Even if all copyright ownership for all existing clients were to be transferred to Ethereum Hating Evil Corp, people can (i) still use the clients, because the existing open source licenses, and (ii) build new clients. So what can they do?"
13,202011,VitalikButerin,2020-02-07 23:15:38+00:00,0,5,,I don't see a plausible pathway for leveraging copyright ownership over individual ethereum implementations into any kind of political power over the ethereum protocol.
14,202011,VitalikButerin,2020-02-07 23:08:32+00:00,0,1,,Fortunately the exist ethereum clients that are non-copyleft (MIT) licensed too. 
15,202011,VitalikButerin,2020-02-07 23:05:37+00:00,0,10,,"OK I admit that the EF's ownership over the Ethereum trademark exists, and this is a sore point in public blockchain governance; @zooko has struggled with this too. Though at best that's control over the *name*, not the platform..."
16,202011,VitalikButerin,2020-02-07 22:53:51+00:00,0,1,,"That's the terms of use for the *website*. There are multiple Ethereum clients, some of which are maintained by companies completely independent of the EF, eg. https://nethermind.io/. So there is no such thing as ""the"" Ethereum codebase."
17,202011,VitalikButerin,2020-02-07 18:57:59+00:00,89,609,,Happy to have participated as AZTEC Ignition trusted setup ceremony participant #1! Ethereum Address: 0xdbbbef6a9db7ae52e73673747ece3407d8540307 Transcript Hash: 0xa3138886ebdae51010e1c24d4ba7e3da66a9ac7ccffc980871f3b91847fadb81 
18,202011,VitalikButerin,2020-02-05 05:57:04+00:00,1,7,,"You can verify block headers of most private consortium chains I've seen on ethereum, at least if the block headers are exposed to the public."
19,202011,VitalikButerin,2020-02-05 04:01:17+00:00,1,1,,"To zoom back out to a more traditional context, ""national defense is a public good"" feels natural to say, ""Canada is a public good"" does not. (the parallel here is ""http://tornado.cash, http://ethresear.ch, etc"" &lt;-&gt; ""national defense"", ""Ethereum as a whole"" &lt;-&gt; ""Canada"")"
20,202011,VitalikButerin,2020-02-04 16:55:38+00:00,1,34,,"Oh I know that CBDCs will be centralized and account-based. I'm wondering whether actions inside CBDCs are *provable to the outside world*. eg. Estonia e-residency is centralized, but is provable to ethereum."
21,202011,VitalikButerin,2020-02-04 13:08:04+00:00,0,13,,"A ""yes"" answer to my question would basically require ethereum to be able to run a light client of the CBDC (ie. verify some kind of signatures from the masternodes that verify a transaction's success)."
22,202011,VitalikButerin,2020-02-04 13:06:02+00:00,10,103,,"""verifiable on ethereum"" != ""use ethereum"". Bitcoin transactions for example are totally verifiable on ethereum, as there are BTC light clients that can run inside the ETH chain."
23,202011,VitalikButerin,2020-02-04 12:32:09+00:00,44,244,,"Important tech question about these CBDCs that are starting to pop up (CC @mg0314a): will transactions be cryptographically provable? That is, if I send you N coins, can I generate a cryptographic proof that this happened that can be verified on the ethereum chain? ..."
24,202011,VitalikButerin,2020-01-31 23:20:17+00:00,0,4,,"Clicks profile. Sees a bunch of references to bitcoin and one to Saifedean, none to ethereum as far as I went. This is *exactly* what I mean. A hardcap is by and large what bitcoin people want ethereum to have, not what ethereum people want ethereum to have."
25,202011,VitalikButerin,2020-01-31 09:23:36+00:00,3,24,,"Who said plasma and state channels are ""needed""? They're just great tech and make things better than they would be without them. Ethereum is taking many tracks to scalability and even one of them succeeding is sufficient."
26,202011,VitalikButerin,2020-01-28 02:15:09+00:00,0,3,,"Being the most neutral base asset for apps on the ethereum platform, plus txfees part burned though EIP 1559 part given to stakers"
27,202011,VitalikButerin,2020-01-28 01:52:30+00:00,0,5,,"Arguably it's whether or not the backing parties run bitcoin full nodes that matter; ethereum consensus nodes are there to verify ethereum transactions, it's a different task than managing the bridge, even though in liquid the parties responsible for the two tasks overlap"
28,202011,VitalikButerin,2020-01-28 01:51:02+00:00,0,4,,> the backing of the trusted redeemable L-BTC IOU is verified by Bitcoin full nodes (Liquid nodes are full nodes) whereas wBTC ERC20s receive no such validation on Ethereum. Isn't the party that's backing wBTC running a full node?
29,202011,VitalikButerin,2020-01-28 01:22:20+00:00,9,40,,"As far as ""enterprise"" use cases go, what does liquid being a sidechain even mean? Sidechain: different consensus, shared currency USDT on liquid: different consensus, different currency USDT on liquid has as much to do with bitcoin as USDT on ethereum has to do with bitcoin."
30,202011,VitalikButerin,2020-01-27 12:20:50+00:00,13,269,,In what way is ethereum bleeding? It's been looking stronger than ever to me!
31,202011,VitalikButerin,2020-01-21 22:30:32+00:00,0,6,,"Meaning, the upper bound on how much you can scale ethereum ""without heavy machinery"" is only ~5x? "
32,202011,VitalikButerin,2020-01-21 12:38:31+00:00,16,191,,"I'm sure the developers of ZK rollup, optimistic rollup, http://tornado.cash, Uniswap, Plasma, Nethermind, ethereum studio, multi-collateral DAI, payment streams, smart contract wallets and much more will be happy to learn that their work can be classified as ""fuck all""!"
33,202011,VitalikButerin,2020-01-19 23:56:23+00:00,0,3,,"Arguably bitcoin, ethereum and uniswap are in the same bracket!"
34,202011,VitalikButerin,2020-01-19 23:11:42+00:00,1,34,,"How is the ethereum community redefining the term? It has a clear definition: https://en.wikipedia.org/wiki/Public_good_(economics) And all the stuff I see on gitcoin grants *is* a public good (or at worst a club good where they're voluntarily not restricting the club, which is a public good in essence)"
35,202011,VitalikButerin,2020-01-18 04:39:43+00:00,1,10,,我推荐你们在http://gitcoin.co/grants二次融资开个profile请求赞助。我们需要更多好的社区团队参加 
36,202011,VitalikButerin,2020-01-17 01:36:19+00:00,0,0,,"I'll give a specific example. What is a measurable variable that @evan_van_ness's Week in Ethereum newsletter significantly affects, to the point that a futarchy would fund it? The goodness of many public goods is quite subtle."
37,202011,VitalikButerin,2020-01-13 16:18:31+00:00,0,6,,"The real point is that we need to have more by-default segregation between a person's different activities in general. One address per dapp, and often more than one. If people want to link they can but they have to do so explicitly."
38,202011,VitalikButerin,2020-01-13 16:16:57+00:00,11,62,,"I think @ensdomains should make it a default to fund registering domains through http://tornado.cash. Though this would require web3 support for ""generate a new address from the HD wallet"" to work well...."
39,202011,VitalikButerin,2020-01-13 16:03:01+00:00,6,40,,"Anyone new should probably use http://tornado.cash to move over 0.1 eth to a fresh address that they register their name with, so the rest of their activity is unlinked"
40,202011,VitalikButerin,2020-01-13 03:38:17+00:00,0,27,,And ethereum in 13 seconds.
41,202011,VitalikButerin,2020-01-13 02:43:06+00:00,0,3,,"Distributing *to* large-N nodes is not hard, bitcoin and ethereum do this already. Aggregating *from* large-N nodes and getting one node to verify everything without huge computational and bandwidth reqs is the harder thing."
42,202011,VitalikButerin,2020-01-13 01:58:25+00:00,0,3,,"Ethereum only slashes for unavailability in cases where &gt;1/3 of other nodes are unavailable, and even there the penalties only slowly ramp up over the course of ~3 weeks."
43,202011,VitalikButerin,2020-01-06 11:33:23+00:00,1,52,,"I get criticized with the line ""you're only an altcoin supporter because you want to pump your bags"" all the time. This article conclusively establishes that the altcoinery predates ethereum and so is not a post hoc justification."
44,202011,VitalikButerin,2020-01-06 07:32:42+00:00,128,679,,"Blast from the past: my piece defending ""alternative cryptocurrencies"" in 2013 (Note to trolls: this was 2 months *before* I started thinking about ethereum) "
