,period,username,date,retweets,favorites,hashtags,text
142,201921,lopp,2019-07-15 14:35:49+00:00,58,471,,Kudos to @orionwl who has now acted as Lead Maintainer of the @bitcoincoreorg project for half of Bitcoin's existence!
143,201921,lopp,2019-07-12 17:50:41+00:00,0,0,,"Hard to respond without specific examples. Are there folks who pump Bitcoin without having much depth of understanding or explanation? Sure. The key difference, of course, is that the operation of the system is transparent to anyone who cares to research it."
144,201921,lopp,2019-07-12 14:02:36+00:00,485,2104,,You shouldn't like Bitcoin simply because Trump hates it. You should like Bitcoin because people who want to control you hate it.
145,201921,lopp,2019-07-12 12:13:57+00:00,173,785,,Milestone moment: mainstream media talking intelligently about Bitcoin. 
146,201921,lopp,2019-07-12 02:14:05+00:00,3,48,,Bitcoin is the currency of enemies.
147,201921,lopp,2019-07-12 02:12:56+00:00,1,16,,Bitcoin is a series of inputs and outputs.
148,201921,lopp,2019-07-11 20:00:08+00:00,0,1,,Did you ask if he would accept bitcoin?
149,201921,lopp,2019-07-11 13:33:22+00:00,44,264,#ThrowbackThursday,#ThrowbackThursday: the @ButtCoin account owner started jeering at Bitcoin when it was $8.55. Buttcoinism originated on SomethingAwful where they've been mocking BTC since it was $0.25. Best not to dwell upon the opportunity cost of your pessimism! 
150,201921,lopp,2019-07-10 15:13:14+00:00,80,364,,Bitcoin is an impenetrable fortress of validation. Your request to inflate the monetary supply faster than agreed upon has been denied! 
151,201921,VentureCoinist,2019-07-14 03:52:57+00:00,0,5,,It's just a hint. I was wrong on bitcoin direction heading into the weekend thinking the close above 11.8 was positive.
152,201921,VentureCoinist,2019-07-14 03:38:56+00:00,32,157,,$BTC has been chopping around the middle of this range for 2 days now. The volume that came in the last 4hr candle hints at upside. I use volume spikes as a possible inflection point in short term trends. Compare to the last time Bitcoin found local low on a push down. 
153,201921,VentureCoinist,2019-07-13 22:07:12+00:00,0,24,,I think Tether fud has forced me people to sell they're bitcoin and miss out on any future gains than spreading a conspiracy will
154,201921,VentureCoinist,2019-07-12 21:45:24+00:00,1,104,,atleast Bitcoin is up! you and @danawhite should make the Lawler rematch happen now
155,201921,VentureCoinist,2019-07-12 12:34:11+00:00,43,298,,"The intriguing part about this is it creates opportunity for another nation to publicly announce support of Bitcoin. From taboo, to fringe finance, to now a geo-political chess piece that governments &amp; central banks have to consider. Which nation will be first to promote $BTC?"
156,201921,VentureCoinist,2019-07-11 17:34:45+00:00,1,18,,"yup, that's a good observation. they were dismissive of nearly everything else (not as much libra but any other crypto) besides bitcoin"
157,201921,VentureCoinist,2019-07-11 17:29:24+00:00,576,1300,,"The Chairman of United States central bank when asked about Bitcoin: ""They use it as a store of value...like Gold....that's not to say we won't see it &amp; if we do see it yes you could see a return to an era in the US when we had many different currencies..."" h/t @APompliano "
158,201921,TuurDemeester,2019-07-15 19:11:35+00:00,90,426,,"OH: ""Mnuchin just told baby boomers that it's OK to buy bitcoin, since it will be regulated well, and is akin to moneygram, paypal etc."""
159,201921,TuurDemeester,2019-07-15 12:18:57+00:00,66,363,,"Vitalik proposes to store Ethereum blockchain data on Bitcoin Cash. Terrible idea imo: nobody uses BCash and it has the same mining algo as Bitcoin, making it extremely vulnerable to 51% attacks. "
160,201921,TuurDemeester,2019-07-12 01:30:44+00:00,0,6,,He skipped the part where we're on a Bitcoin standard for 200 years first ;-)
161,201921,TuurDemeester,2019-07-12 00:57:44+00:00,6,24,,"Obama referenced cryptocurrency in April 2016, yet didn't use the word 'bitcoin'. "
162,201921,TuurDemeester,2019-07-12 00:46:03+00:00,38,260,,Afaik this is the first time a seating US president has publicly opined on Bitcoin. 
163,201921,TuurDemeester,2019-07-11 20:22:25+00:00,18,93,,"Imo Texas is primed to become a global hub for Bitcoin mining. Low taxes, oceans of cheap &amp; clean energy, and open market of private providers. (Liquid cooling compensates for the hot climate.) "
164,201921,TuurDemeester,2019-07-11 03:23:00+00:00,4,16,,"Method: search github for words ""ethereum"" & ""bitcoin"", then chart the number of results (repositories) per year. Credit goes to @Bitcom21. (With all caveats of course, this measure is gameable and it doesn't distinguish between high or low quality of code/project.)"
165,201921,TuurDemeester,2019-07-11 03:22:04+00:00,6,14,,"Ethereum's ""market share"" vs Bitcoin, jumped to 53% in 2018 and is now at 50%. "
166,201921,TuurDemeester,2019-07-11 03:18:50+00:00,22,94,#Bitcoin #Bitcoin #Ethereum,Proxy for #Bitcoin vs #Ethereum developer activity ('19 results up to July 9 annualized)
167,201921,TuurDemeester,2019-07-10 22:25:11+00:00,20,89,,"Imo institutional investors will love this: legitimizes the Bitcoin space, gives regulatory certainty, opens new onramps. "
168,201921,TuurDemeester,2019-07-10 15:55:38+00:00,16,57,,Illustrates how full nodes are the top enforcers of bitcoin governance. http://luke.dashjr.org/programs/bitcoin/files/charts/software.html?2
169,201921,barrysilbert,2019-07-15 18:48:07+00:00,6,53,,"Editor & Publisher of TheDailyGold, not a fan of bitcoin "
170,201921,barrysilbert,2019-07-15 18:15:17+00:00,205,1284,,Complete and total validation of bitcoin
171,201921,barrysilbert,2019-07-15 18:08:24+00:00,458,2402,,Never imagined I'd be watching the Treasury Secretary of the United States hold a press briefing from the White House re bitcoin and cryptocurrencies so soon
172,201921,barrysilbert,2019-07-14 21:39:36+00:00,161,583,,Wells Fargo Won’t Allow Customers To Buy Bitcoin 
173,201921,barrysilbert,2019-07-13 19:35:47+00:00,4,48,,that is going to be a super embarrassing tweet when they launch the SPDR Bitcoin ETF in about five years
174,201921,barrysilbert,2019-07-13 02:34:30+00:00,10,91,,Donald Trump is right about bitcoin via @MarketWatch
175,201921,barrysilbert,2019-07-13 01:54:27+00:00,175,1124,,"Wells Fargo, not a fan of bitcoin "
176,201921,barrysilbert,2019-07-12 13:59:31+00:00,38,296,,"In case you missed it, here is the moment that @JoeSquawk graduated from a Phase 4 Bitcoin Believer to a Phase 5 Bitcoin Evangelist (with moral support from @APompliano &amp; @MelissaLeeCNBC) https://www.cnbc.com/video/2019/07/12/how-facebooks-libra-controversy-is-similiar-to-napster.html"
177,201921,barrysilbert,2019-07-12 12:50:51+00:00,35,389,,"Hey @JoeSquawk, that was fantastic. I hereby dub thee a Phase 5 Bitcoin Evangelist. Welcome to the winning team "
178,201921,barrysilbert,2019-07-12 10:46:26+00:00,107,717,,"Who would have thought that the one thing that could unite the left and right, bitcoin maximalists and shitcoiners, crypto investors and gold bugs...was President Trump?"
179,201921,barrysilbert,2019-07-12 01:14:01+00:00,1,24,,and he didn’t spell it BitCoin
180,201921,barrysilbert,2019-07-11 20:35:24+00:00,277,812,,"How far we've come. The Chairman of the Federal Reserve just compared bitcoin to gold Folks, it's happening "
181,201921,barrysilbert,2019-07-10 14:04:26+00:00,24,81,,Grayscale Investments Resumes Private Placement of Bitcoin Trust Shares https://cointelegraph.com/news/grayscale-investments-resumes-private-placement-of-bitcoin-trust-shares via @cointelegraph
182,201921,ToneVays,2019-07-15 08:47:20+00:00,12,66,#Bitcoin #Bitcoin,"Trading #Bitcoin - What else to do but stream now that my @united flight is delayed by 6 hours, need to make better airline choices . Price Bounced form $10k, need this to hold as I don't think $9k will do it. Also @Trezor update from @_xbach"
183,201921,ToneVays,2019-07-14 10:24:30+00:00,12,101,#Bitcoin #Bitcoin,"Trading #Bitcoin - Wasn't planning to do a video today cause of the Webinar starting in a few hours on Entries, Exits &amp; Stop Losses, but this drop under $11k is Troublesome so let's discuss: "
184,201921,ToneVays,2019-07-13 21:15:05+00:00,10,83,#Bitcoin #Bitcoin,"As mentioned in today's video w/ @UglyOldGoat1, the #Bitcoin drop under $11k is pretty Bearish, price can go anywhere but my style of trading tells me a reversal in $9k range is unlikely. I don't believe in double bottoms. "
185,201921,ToneVays,2019-07-13 15:10:06+00:00,1,73,#Bitcoin #Bitcoin,"If anyone from @Trezor team or @slush_pool team is free tonight &amp; wants to grab dinner/drinks near Prague Center, DM me... Keep doing the great work for #Bitcoin."
186,201921,ToneVays,2019-07-13 12:22:40+00:00,17,198,#Bitcoin #Bitcoin,"Trading #Bitcoin - Looks like we are in another no trade zone, but a break above $12,500 should send it to new yearly highs, while a drop under $11,000 should put the swing low of $9.6k in serious danger. Also $NDX, $GOOG, $AMZN, $TSLA on TD 9 Sells :"
187,201921,ToneVays,2019-07-13 09:57:10+00:00,1,18,#Bitcoin #Bitcoin,"Exchanges do not claimed to be ""Decentralized""! Even Twitter & YouTube go down... But guess what doesn't! #Bitcoin!"
188,201921,ToneVays,2019-07-12 15:22:42+00:00,3,35,#Bitcoin #Bitcoin,LIVE Q&A from #Bitcoin Meetup at @Paralelni_polis in Prague. Time is approximate at 1pm ET as I will not stream my presentation (gotta be in attendance for those )
189,201921,ToneVays,2019-07-12 09:29:27+00:00,2,49,#Bitcoin #Bitcoin,"Trading #Bitcoin - From yet another Airport... Off to Prague. Price held the Set Up Trend Line on 4h and still within 1-4 Candle Pull Back on 12 hour, let's see how higher time frames look: PS: quick 15 min just for the awesome @WorldofRusty thumbnails :)"
190,201921,ToneVays,2019-07-12 06:50:42+00:00,0,5,#Bitcoin #Bitcoin,"1-4 Candle correction (already in the middle of that) then re-evaluate. Since it's $ETHUSD it will 90% be correlated with $BTCUSD, so if #Bitcoin goes up then this might go into the S13 countdown phase higher (though prob depreciate vs $BTC). Otherwise looks for 9 Buy at lows."
191,201921,ToneVays,2019-07-11 21:28:14+00:00,2,25,#Bitcoin #Bitcoin,"Correction: ""Deal Ends 9am PDT"" Shout out to @woonomic for joining today's stream &amp; @ybchri_ of @LevelInvest for extending the $5/month unlimited #Bitcoin &amp; Crypto trading introductory rate for 24 hours following today's video, sight up here: "
192,201921,ToneVays,2019-07-11 20:17:54+00:00,0,3,#bitcoin #bitcoin,I don't... oh and all my #bitcoin were lost in a boating accident when i bumped my head and forgot where i hid the private keys cause i don't actually remember if all the bitcoin were lost or not :(
193,201921,ToneVays,2019-07-11 11:17:08+00:00,6,58,#Bitcoin #Bitcoin,"I personally have 0 problem with #Bitcoin going sub $3k I have been ready for it since early 2018, I would sell illiquid assets to go all in, something I am not willing to do above $3k."
194,201921,ToneVays,2019-07-11 08:44:37+00:00,23,232,#Bitcoin #Bitcoin,"Always Bullish on #Bitcoin, but what does it mean for me to be Bullish on $BTCUSD? - It means the probability of New All Time Highs at $20k is Greater than New Swing Lows at $3k - This 'can' change with a drop under $10k - It just depends on IF, HOW &amp; WHEN it drops under $10k"
195,201921,ToneVays,2019-07-11 07:40:20+00:00,19,118,#Bitcoin #Bitcoin,Trading #Bitcoin w/ @woonomic ... join us at 7:30am ET as we get Willy's thoughts on $BTCUSD and what is On-Chain Volume (NVT) saying. Is Willy still bullish after this exponential rise?
196,201921,ToneVays,2019-07-10 13:29:26+00:00,16,157,#Bitcoin #Bitcoin,"Trading #Bitcoin - My 15 Years of TA experience tells me that you need 3 steps for Trend Change. Establish a Swing High, Followed by a 30%+ Correction (based on $BTC's volatility hist) than challenge set high. So here we are:"
197,201921,ToneVays,2019-07-10 07:59:08+00:00,14,138,#Bitcoin #Bitcoin,"One by One, Influences that plan to remain that way will be converting towards #Bitcoin &amp; away from Altcoins, Shitcoins &amp; ICO's... from @PeterMcCormack to @sunnydecree to now potentially @DiaryofaMadeMan !!!!"
198,201921,adam3us,2019-07-15 20:08:31+00:00,39,266,#Bitcoin #Bitcoin,Great British Pound (GBP) now more Turing complete than #Bitcoin? 
199,201921,adam3us,2019-07-14 18:23:11+00:00,0,1,,"Well BTC vs XAU takes fiat money printing out of the equation. Obviously Bitcoin has a ways to go, but there was a 100x increase from $200 to $20k in the last market cycle. This cycle from about $3400 bottom of cycle, we'll see what happens. Another 100x would make it very close."
200,201921,adam3us,2019-07-14 18:12:24+00:00,1,8,,"Plus bitcoin is early so there is more upside, speculative on adoption. Gold is still moderately volatile and +/- flat after adjusting for inflation, and is itself a long term store of value and geo-political uncertainty hedge is my take."
201,201921,adam3us,2019-07-14 18:09:38+00:00,0,15,,"Not that many people hold gold. I used to have some gold ETF units some years ago (I asked for 100% physical, non re-hypothecated). I don't think it's so hard to get more Bitcoin HODLers than gold, it's easier to buy, sell and use, and works at a distance, instant assay, better!"
202,201921,adam3us,2019-07-14 17:12:28+00:00,15,102,,"Digital gold (BTC) vs physical gold (XAU), thats the real hyperbitcoinization metric flippening to track. (Hyperbitcoinization may involve a mix of Bitcoin adoption, Fiat demonetization/hyperinflation and flight to safety, so XAU is a better comparator.)"
203,201921,adam3us,2019-07-13 16:19:08+00:00,0,7,#Bitcoin #Bitcoin,"They can opt in to it. Physical gold and cash have the same properties through the ages that Bitcoin has but better. Society figures out it's tradeoffs, in adapting to new improved technology. #Bitcoin is better hard money tech, and that's a good thing for the world."
204,201921,adam3us,2019-07-13 16:13:39+00:00,0,1,#LiquidNetwork #Bitcoin #Bitcoin,Not sure. In my opinion we need more size and ideally verification cost optimization. But the Confidential Transactions related crypto has progressed surprisingly fast so far. You can try CT out on #LiquidNetwork #Bitcoin sidechain with @Blockstream green wallet on Android &amp; iOS
205,201921,adam3us,2019-07-13 15:54:04+00:00,1,11,,"But ultimately ""Bitcoin is"" and we should not mis-sell it to users with incompatible use cases as they may then argue to degrade the core properties and cause the bigger picture to get derailed. We can't build a new gold standard on a digital tulip or insecure micro-payment pivot"
206,201921,adam3us,2019-07-13 15:51:52+00:00,6,35,,The properties are pretty ideal money which is a financial rock many other use cases can be built on. We'll see if Bitcoin reaches digital gold adoption equilibrium as competitor to physical gold or blows on past to new global gold standard for world money per @saifedean's book.
207,201921,adam3us,2019-07-13 14:53:15+00:00,15,103,,"I think really you want users who come to learn and care about Bitcoin for it's differentiated properties. If it is oversold to people with other use cases they may end up argueing to change it's properties. Permissionless, censorship resistant, digital-gold based ecash."
208,201921,adam3us,2019-07-13 11:28:36+00:00,3,7,,Yeah Bitcoin needs both on-chain crypto-fungibility and privacy as soon as the conservative security crypto can do it IMO.
209,201921,adam3us,2019-07-12 21:21:12+00:00,8,42,,"Conventional crypto trust model assumes you trust a central server, then you can get 128-bit security which is a huge defence advantage vs the attacker. But Bitcoin has no central server, by design, so it has to replace that with economic incentive security from proof-of-work."
210,201921,adam3us,2019-07-12 12:27:53+00:00,0,10,,Eg the drop gold marketing initiative was pretty good and generic marketing for starting a conversation about Bitcoin.
211,201921,adam3us,2019-07-12 08:02:51+00:00,13,50,,"Short term Bitcoin profits from increased geo-political uncertainty as a trailing indicator, with hyperbitcoinization Bitcoin starts being leading indicator, eventually causally reducing uncertainty by eroding government influence and relevance."
212,201921,adam3us,2019-07-12 07:18:46+00:00,215,691,,"Bitcoin is the free market pulling society back from the cliff of dystopian geopolitical failure, by separating money from State. Via dilluting the dystopian economic influence of State power. It's a free market decentralised counter-veiling opt-out force."
213,201921,adam3us,2019-07-12 06:46:21+00:00,19,181,,Even Trump gets it: Bitcoin not Crypto.
214,201921,adam3us,2019-07-12 06:37:37+00:00,0,2,#Bitcoin #Bitcoin,"I believe that is true. whether Trump loses or wins 2020, his high visibility, free media attention, geo-political uncertainty wobbling media tactics are good for Bitcoin as hedge's adoption curve. Long #Bitcoin, short politics."
215,201921,adam3us,2019-07-12 06:23:23+00:00,14,120,,Trump is bullish for Bitcoin generally because his media tactics wobble geo-political uncertainty. Thanks for all the dollars flowing into Bitcoin.
216,201921,adam3us,2019-07-11 20:21:13+00:00,0,0,,"The liquid networks code is based on bitcoin-core code, with patches for extra features like confidential transactions, native assets, federated block-signing and 2-way peg of BTC&lt;-&gt;L-BTC. The federation block-signers have hardware security modules for key signing."
217,201921,adam3us,2019-07-11 20:19:56+00:00,0,1,,"Liquid is a side-chain, L-BTC is pegged BTC which is network exchangeable for L-BTC. The Liquid side-chain is federated, and the federated nodes are exchanges, market-makers, prop trading companies, Bitcoin payment processors. The federation does block-signing not mining."
218,201921,adam3us,2019-07-11 08:49:38+00:00,3,26,,The singularity cometh and post the digital refactoring Bitcoin will be the only non-copyable value. In some time ofc but tech acceleration and convergence is unpredictable as you fall into the singularity well.
219,201921,adam3us,2019-07-11 08:32:25+00:00,0,5,,Yup and that's needed to make things work. I'm just the applied crypto tricks guy :) so I'm always searching the next step or holy-grail practical/applied crypto solution for Bitcoin deployable on chain privacy.
220,201921,adam3us,2019-07-11 08:08:23+00:00,0,9,,"Well the asteroid isn't the closer problem, also sea water, crust gold contains multiple supply shocks worth. If gold was Bitcoin difficulty adjusted each 2-weeks supply would be time-stamped and normalized to a standard unit of gold, irrespective of weight."
221,201921,adam3us,2019-07-11 07:02:43+00:00,2,15,,"So IMO Bitcoin via adoption should compete head to head with gold, and maybe overtake demand for it tho I would expect cross-pollination that people with Gold would tend to buy Bitcoin, and some new Gold buyers maybe a small allocation of Bitcoin upside diversification."
222,201921,adam3us,2019-07-11 06:59:00+00:00,7,23,,"Bitcoin has many advantages: - faster/cheaper transfer - unseizable/non-physical - censor-resistant - immediate assay - fixed supply rate vs market led - no supply shock of new mines After adoption price volatility should fall, and be the go-to geo-polotical and inflation hedge."
223,201921,adam3us,2019-07-11 06:20:22+00:00,0,1,,There is a bit of gain from unconfirmed cut-thu. But got you; coinjoin helps and dandelion. While dandelion is an anti-spider tech has limits a bit as the spiders try to Sybil. We could do with more client side coinJoin in Bitcoin (payJoin) and liquid coinJoins are similar.
224,201921,adam3us,2019-07-10 23:18:04+00:00,0,0,,"but other than design issues aside, my main point was more more generic about fallacy of feature & utility tokens being sustainable vs just using Bitcoin *with* the functionality. eg with web we use TCP/IP we don't make a web-TCP/IP or monetize web-TCP/IP - it is artificial."
225,201921,adam3us,2019-07-10 22:30:43+00:00,2,5,,Sign up for @sideshiftai and you can pay in with Bitcoin lightning. Or some exchanges @bitfinex @TheRockTrading more in process of integration. Or informal swap on http://t.me/blockstream_green or core slack.
226,201921,adam3us,2019-07-10 22:17:03+00:00,0,15,,"I dont really track what ETH is doing vs what Tron, Stellar, EOS, Tezos and dozen more I don't even know the names of. The pace of white-papers is way to much to read. In my opinion ETH is battling for attention in a noisy marketing dependent sphere vs those and not Bitcoin."
227,201921,adam3us,2019-07-10 21:53:01+00:00,0,0,,"Plus ultra high volatility is self correcting. If people use over leverage on Bitcoin or if they do it at a higher volatility stage they get rekt and lower leverage, improve risk management or run out of money."
228,201921,adam3us,2019-07-10 21:43:45+00:00,0,5,,"No they thought they were trolling me that I bought the top. I didn't buy at those prices (though $1200 looks attractive now!) but didn't correct them because I thought it was funny, and they'd eat their words later. They only stopped trolling when Bitcoin price went over $1200."
229,201921,adam3us,2019-07-10 21:25:31+00:00,0,6,,"There must be large cost it's just hard to A/B test & estimate. Consider people losing the zero sum leaving disillusioned, loss of credibility due outsiders incorrectly assuming Bitcoin not credible because of ICO marketing excesses, the upstream misallocation of people fooled."
230,201921,adam3us,2019-07-10 20:40:31+00:00,0,8,,"This to me is the Bitcoin holy-grail missing crypto. And I see reasonable prospect of getting there mid-term as some experimental-crypto SNARK variants are already close. Doing it with conservative crypto is harder, but the progress with Bullet Proofs was startlingly good &amp; fast."
231,201921,adam3us,2019-07-10 20:34:10+00:00,0,26,,"I would prefer fungibility at Bitcoin layer1. I think it will get there. The main hold up is the no trapdoor, no trusted setup, conservative crypto assumption building blocks are not quite there yet, though the trend with Bullet Proofs etc is good and progress surprisingly fast."
232,201921,adam3us,2019-07-10 20:19:41+00:00,0,3,,"I think even the funding can be p2p addressed without alts in layer2. If Bitcoin R&amp;D ecosystem had 5% of the money burned in alts, ICOs crypto could pull ahead much faster. We largely know what to do and where to R&amp;D invest on code, applied algo research."
233,201921,adam3us,2019-07-10 20:16:28+00:00,0,5,,"Bitcoin itself and the ecosystem of libraries, wallets, hardware, layer2s pulls ahead due to the continuous centre of gravity of long-term focussed dev interest. One grey area is funding, but innovation without speculation is a better experience once the market prices history."
234,201921,adam3us,2019-07-10 20:14:07+00:00,0,16,,"Or bitcoin layer2 dev-kits - sidechain programmability should converge to be easier to add features than patching Bitcoin code and be more maintainable as it tracks Bitcoin improvement. Bitcoin libraries, networking, modularity, layering are all improving and by a fast pace,"
235,201921,adam3us,2019-07-10 20:03:05+00:00,0,18,,"R & D is fine, I got actively involved with Bitcoin some years ago to focus on improving it's crypto-fungibility. That's where confidential transactions (and other crypto ideas) came from. There is still scope to improve efficiency and I really hope to to see adopted in Bitcoin."
236,201921,adam3us,2019-07-10 19:59:11+00:00,2,18,,"IMO Bitcoin should add crypto-fungibility into layer1 as soon as secure, robust and efficient-enough crypto tech exists to do it. FYI much of the conservative security assumption crypto R&amp;D on that is being done by ... bitcoin protocol developers and applied cryptographers."
237,201921,adam3us,2019-07-10 19:21:08+00:00,6,35,,"waiting for the day! and 3 hardware-wallet diversity so even if one model is 0-day broken, your Bitcoin are SAFU. "
238,201921,adam3us,2019-07-10 19:19:22+00:00,1,12,,"Feature coins similarly are not enough to be a store of value, as the adoption/switching cost for another coin or a Bitcoin layer2 or Bitcoin direct to adopt becomes cheaper over time. Short-term speculation and hodler-floor dissapears if there is no long-term sustainable thesis."
239,201921,adam3us,2019-07-10 19:16:31+00:00,1,15,,"Rather mid-term the logical direction is for Bitcoin itself as permissionless payment mechanism, with lightning micropayments to be used as the utility coin to pay for dynamically priced services whether centralised, federated or distributed/p2p."
240,201921,adam3us,2019-07-10 17:00:50+00:00,0,17,#Bitcoin #Bitcoin,"People also lolled about ""adam buys the $1200 top"" that stopped when #Bitcoin was above $1200. (Actually untrue too, but i didn't want to discourage them for time-delay keks later. Though obviously anyone would wish to have bought even up to $1200 and hedl now in hindsight,)"
241,201921,adam3us,2019-07-10 16:50:28+00:00,0,0,,Bitcoin Parity. That would be a time for a Bitcoin party.
242,201921,adam3us,2019-07-10 15:11:18+00:00,0,3,,"Bitcoin Morpheus is a serious point: post Hyperbitcoinization when Bitcoin price is more stable, if you sold some for diversification, what other asset would you invest in to hedge inflation? "
243,201921,adam3us,2019-07-10 14:11:07+00:00,34,225,,2017: Blockchain not Bitcoin 2018: Bitcoin not Blockchain 2019: Bitcoin not Crypto. 2020: Bitcoin
244,201921,adam3us,2019-07-10 13:49:21+00:00,5,69,,"Depends how you parse it, Bitcoin is ""a"" crypto, or Bitcoin just *is* crypto (the main/primary and maybe effectively long-term only). The easy way to avoid ambiguity is to just say ""Bitcoin""."
245,201921,adam3us,2019-07-10 08:35:17+00:00,0,16,,"Personally I find the hard money is better more compelling or at least we can see that rational economic actors will prefer it and even in Bitcoin you see store of value outweighs high velocity pass through spending in economic demand price influence, just due to bigger amounts."
246,201921,adam3us,2019-07-10 07:15:03+00:00,0,19,,"So no Schadenfreude, though it's a great photo given the Bitcoin bag. But apparently those two guys don't work at the bank, they are tailors carrying bags with clothes, who happened to be walking guy. Funny. Still the meme is awesome snap."
247,201921,VinnyLingham,2019-07-15 23:45:42+00:00,1,1,,It’s clearly not moving in tandem with Bitcoin
248,201921,VinnyLingham,2019-07-15 23:30:30+00:00,33,141,,"Worth re-reading this. Bitcoin dominance is up and as a result alts have effectively decoupled, for now. There will be some winners from the alt market but at least now they moving independently from Bitcoin. This is healthy for crypto markets. "
249,201921,CharlieShrem,2019-07-15 21:05:22+00:00,3,30,#Bitcoin #Bitcoin,"4/ Even in 2014, years before @binance and the insane growth, when #Bitcoin was trading at less than $500, @cz_binance was talking about ""That’s the bitcoin way."" I'm very excited for tomorrow."
250,201921,CharlieShrem,2019-07-15 21:05:22+00:00,0,15,,"3/ He responded: ""We can’t and don’t want to have a way to restrict them using their bitcoins. We can't limit, freeze, block/approve or otherwise interfere with their transactions. That’s the bitcoin way."""
251,201921,CharlieShrem,2019-07-15 21:05:22+00:00,0,7,,"2/ I had asked CZ: ""Is there a way to limit the amount of BTC that leaves the wallet via the API to prevent a hacker from getting our Bitcoin"""
252,201921,CharlieShrem,2019-07-15 18:20:37+00:00,52,523,#Bitcoin #Bitcoin,"This is so bullish right now, I wish I could explain it in a non Rated X way. #Bitcoin"
253,201921,CharlieShrem,2019-07-15 12:53:34+00:00,9,55,#Bitcoin #Bitcoin,"Good intentions are not transferrable While one leaders intentions may be good, the power and precedence he or she creates is bad. This is why in #Bitcoin, there is no one party with power over another. Its not that we have bad intentions now, we want to protect our future."
254,201921,CharlieShrem,2019-07-15 12:29:19+00:00,2,15,#Bitcoin #Bitcoin,Is the #Bitcoin community doing a good job of preserving its own history? Listen to this week’s UntoldStories when I talk about this with Casascius Coin creator Mike Caldwell. Listen today at http://UntoldStories.com
255,201921,CharlieShrem,2019-07-13 03:47:06+00:00,145,1281,#bitcoin #bitcoin,"#bitcoin is great, it doesn’t need to be great again."
256,201921,CharlieShrem,2019-07-12 12:52:06+00:00,5,38,,"Whether you're giving them as a Christmas gift or handing out 1 BTC coins at work like bags of M&M's, Casascius physical Bitcoins preserve an early part of Bitcoin's history. Who knew they would become such a collector's item? Listen to Mikes story at http://UntoldStories.com"
257,201921,CharlieShrem,2019-07-11 21:37:55+00:00,14,118,#Bitcoin #Bitcoin,Most of the world. We think #Bitcoin has hit mass adoption but were not even close. Most of the world still has no understanding or belief in Bitcoin even though they've probably heard of it. 
258,201921,CharlieShrem,2019-07-11 21:34:26+00:00,15,116,#Bitcoin #Bitcoin,If you were to show me this headline even 4 years ago I would have laughed. #Bitcoin never plunges. 
259,201921,CharlieShrem,2019-07-11 19:50:24+00:00,27,130,#Bitcoin #Bitcoin,You don’t actually own any bitcoin. Your coins are a combination of new and old inputs and unspent outputs. Like how the terminator can break down into a million pieces and come back together no different than before. #Bitcoin is the terminator.
260,201921,CharlieShrem,2019-07-11 12:58:38+00:00,4,25,,"Imagine missing Satoshi by a single day? That didn't stop my guest Mike Caldwell, the creator of Casascius Coins from creating one of the most historical Bitcoin products in history! Listen now at http://UntoldStories.com"
261,201921,CharlieShrem,2019-07-10 23:07:28+00:00,3,162,#bitcoin #bitcoin,I’m in the mood for a steak. I shall go eat a steak now to celebrate #bitcoin’s continued existence.
262,201921,CharlieShrem,2019-07-10 13:53:49+00:00,6,39,,"Ever wonder where the name Casascius came from? Mike Caldwell and I discuss cryptography, business, the early days of crypto, and how a Casascius physical Bitcoin gets a Bitcoin conversation started Listen to this week’s http://UntoldStories.com"
263,201921,balajis,2019-07-14 18:59:50+00:00,0,6,,"It feels great when the mob is on your side. But they will not always be on your side. The lesson of history is: they will come for you too eventually. Because you are but an individual at the end of the day. And then you will want the rule of law to protect you. Thus, Bitcoin."
264,201921,balajis,2019-07-12 02:14:51+00:00,179,832,,"Ten years after the launch of Bitcoin, the President of the United States and the Chair of the Federal Reserve are both discussing it on the same day. The tone almost doesn't matter. Ten years hence, this will be routine. Every nation state may have to hold crypto. "
265,201921,balajis,2019-07-12 01:12:22+00:00,47,272,,"Trump is a man, Bitcoin is an idea. "
266,201921,balajis,2019-07-11 20:33:41+00:00,93,272,,“Bitcoin...is a speculative store of value like gold.” — Jerome H. Powell Chair of the Board of Governors of the Federal Reserve System 
267,201921,AriDavidPaul,2019-07-15 21:22:37+00:00,0,0,,"These debates seem to largely revolve around the targets we pick. Roubini is right that Bitcoin ""failed"" to serve the role that some of the early investors like Ver envisioned. For those of us to always knew it'd be a terrible payment rail, that criticism just seems derivative."
268,201921,AriDavidPaul,2019-07-15 13:10:31+00:00,1,41,,Sign up today for Peter Schiff’s paid bitcoin trading group. He’ll give you the secrets of trading altcoins va bitcoin and he promises to give better forecasts for BTC then he has for gold or crypto for the past decade. Lots of room for improvement.
269,201921,AriDavidPaul,2019-07-14 23:55:00+00:00,10,72,,"Why Trump's tweet about Bitcoin matters. Before that tweet we had to explain: ""bitcoin is relevant, here's why."" After that tweet, ""don't worry regulators and governments, bitcoin isn't *that* good at providing private transactions and undermining the fiat system."""
270,201921,AriDavidPaul,2019-07-13 03:11:52+00:00,1,35,,2/ first Bitcoin threatened law enforcement with its usage on darknets. Then it threatened the SEC once security issuance got big enough in 2017. Next round was destined to be central banks.
